channel_id,channel_label,profile,direction_scope,source_component_id,source_component_label,reward_risk_target,stop_atr_multiple,max_holding_hours,signal_time_utc,entry_time_utc,exit_time_utc,direction,entry_price,stop_price,target_price,exit_price,stop_distance,gross_r,fee_r,net_r,win,exit_reason,holding_5m_bars,signal_atr,signal_adx,signal_rsi,signal_plus_di,signal_minus_di,signal_ema_separation_atr,signal_ema_slope_3_atr,signal_volume_ratio,signal_clv,signal_channel_width_atr,signal_adx_change_3,signal_ema50_slope_6_atr,signal_price_extension_ema20_atr,signal_atr_ratio,signal_trend_age,month,phase,is_baseline
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-01-11T17:00:00+00:00,2020-01-11T17:00:00+00:00,2020-01-11T21:55:00+00:00,1,8174.32,8071.425090239797,8431.557274400506,8071.225090239797,102.8949097602022,-1.0019437307488421,0.07894241380890576,-1.080886144557748,False,STOP,59,82.31592780816176,28.564091780565153,60.11021902682124,25.50727542302841,12.060515292200948,0.7169515558270808,0.14148751866063133,1.5541925641074437,0.8834615717126337,3.3523281258896156,-0.3980365618777739,0.23336626630634058,1.1111139844691658,0.010071998752948733,4.0,2020-01,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-01-15T17:00:00+00:00,2020-01-15T17:00:00+00:00,2020-01-16T01:35:00+00:00,1,8783.92,8645.99394705978,9128.73513235055,8645.79394705978,137.92605294022025,-1.0014500523703607,0.0631849950589616,-1.0646350474293222,False,STOP,103,110.3408423521762,42.63200567370002,55.90502592460458,22.459350037525706,13.654875367653727,1.3516989593069515,0.2026092848044807,1.5132710197546526,0.7147602242059297,3.178152282730729,-1.7291906953997653,0.5276226120673824,0.4175234994923747,0.012561986034622752,8.0,2020-01,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-01-27T10:00:00+00:00,2020-01-27T10:00:00+00:00,2020-01-27T16:20:00+00:00,1,8641.980000000001,8579.015618430767,8799.390953923088,8799.190953923087,62.964381569235016,2.4968236009785683,0.1385002958755733,2.358323305102995,True,TARGET,76,50.371505255388016,41.62286068052996,62.84776577414855,22.720370568859245,17.853938869862603,1.5859360182529978,0.2786272893175373,1.0215089775680182,0.8433392539964507,5.115987673853279,-4.200940226261842,0.6930293247611652,0.921848770452091,0.0058294213520784285,22.0,2020-01,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-01-28T11:00:00+00:00,2020-01-28T11:00:00+00:00,2020-01-28T17:25:00+00:00,1,9027.550000000001,8932.942428023327,9264.068929941688,8932.742428023326,94.6075719766747,-1.0021139956963425,0.09491995224468606,-1.0970339479410285,False,STOP,77,75.68605758133977,42.681383757151366,61.7096073485451,22.578778049883827,17.963700227677915,2.2166512717164935,0.19189897286586588,1.1015498627547482,0.787404858721724,6.099934581793127,-6.555065960905857,0.8161430941335318,0.818473776187648,0.008383545018773935,47.0,2020-01,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-03-06T06:00:00+00:00,2020-03-06T06:00:00+00:00,2020-03-06T15:50:00+00:00,1,9115.2,9040.7666240769,9301.283439807754,9040.566624076899,74.43337592310115,-1.0026869666667741,0.1219598493210495,-1.1246468159878236,False,STOP,118,59.54670073848092,30.179192657519767,61.23768520716281,25.022308423955618,15.655975854511238,1.468474113432725,0.1554640475500573,1.1375169679845265,0.8700133868808454,4.291757508486926,-3.5549097165640937,0.42366016564966413,1.1486026614721276,0.006532832261854475,3.0,2020-03,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-04-18T12:00:00+00:00,2020-04-18T12:00:00+00:00,2020-04-18T13:50:00+00:00,1,7098.389999999999,7042.645953570369,7237.750116074075,7237.550116074075,55.744046429630096,2.49641217290797,0.1285871858456796,2.3678249870622903,True,TARGET,22,44.595237143704075,26.08264289838308,58.917279133428394,23.404124447767643,12.707582045160992,1.0052521957682135,0.12774550728209055,0.9797638918078388,0.7619047619047673,2.9574907198048273,0.9989096657386121,0.3604019884051141,0.6295175885938954,0.006281373196194725,12.0,2020-04,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-05-07T03:00:00+00:00,2020-05-07T03:00:00+00:00,2020-05-07T17:10:00+00:00,1,9333.69,9190.297865397242,9692.170336506897,9691.970336506896,143.39213460275872,2.4986052233579263,0.06634136659313272,2.4322638567647936,True,TARGET,170,114.71370768220697,30.01323720597109,62.432399379890825,29.374949502217348,18.682223014319625,0.9988147730118315,0.14805143945758942,1.110349578736115,0.7458918918918908,3.5776020869008667,-4.8828022337572925,0.3898833525845196,1.1052491054738778,0.012292523639888918,1.0,2020-05,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-05-18T01:00:00+00:00,2020-05-18T01:00:00+00:00,2020-05-18T08:45:00+00:00,1,9774.390000000001,9657.238715196503,10067.268212008745,9657.038715196502,117.15128480349773,-1.0017071942517455,0.0829330585139957,-1.0846402527657413,False,STOP,93,93.72102784279818,27.676845068198332,61.44710179336763,25.41547406077976,16.804947084175215,1.0713472210043926,0.16529714779544305,0.987888402613413,0.8675431535640858,4.6187073484306,-3.4046307244194978,0.47024153547046466,1.0952857768769744,0.009588623491337715,22.0,2020-05,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-05-27T23:00:00+00:00,2020-05-27T23:00:00+00:00,2020-05-28T12:10:00+00:00,1,9098.43,9014.335832668263,9308.665418329343,9308.465418329342,84.09416733173693,2.4976217137722374,0.10944216467307018,2.388179549099167,True,TARGET,158,67.27533386538954,38.1051751122498,58.51356055126359,28.055307262704623,18.526207037826676,1.1545915239071693,0.23549404032435312,0.8870108662157529,0.6607097591888396,6.228137058946038,-1.7131011974345185,0.6141650316351316,0.561518048908642,0.007394332069577219,12.0,2020-05,backcast_2020_2021,True
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,long_frozen_adx45,LONG,60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,2.5,1.25,36,2020-07-23T16:00:00+00:00,2020-07-23T16:00:00+00:00,2020-07-23T17:05:00+00:00,1,9527.59,9475.04665389085,9658.948365272874,9658.748365272873,52.543346109149844,2.496193618891611,0.18257628973054482,2.313617329161066,True,TARGET,13,42.034676887319876,38.5429328631628,67.56791055548072,31.854459533328686,7.6344860935491665,1.608273354666502,0.25859503653612176,1.2529102217154369,0.8037985416313407,5.7764212307587695,3.8479209636264713,0.6012890794175813,1.1680307841357875,0.004411977757553989,25.0,2020-07,backcast_2020_2021,True
