event_time_utc,direction,environment_leg_id,cycle_number,stage,reason,impulse_price,impulse_extreme,impulse_atr,retracement_atr,pullback_extreme,setup_id,confirmation_level
2026-05-19T02:00:00+00:00,-1,116,1,CONFIRMATION_EMITTED,,,,,,,LEG0116-C01-20260519T0200,76634.0
2026-05-19T15:00:00+00:00,-1,116,2,IMPULSE_QUALIFIED,,76365.7,76107.1,434.47605706950833,,,,
2026-05-19T17:00:00+00:00,-1,116,2,PULLBACK_QUALIFIED,,,76107.1,,1.7986457949158219,76981.4,,
2026-05-19T23:00:00+00:00,-1,116,2,CONFIRMATION_EMITTED,,,,,,,LEG0116-C02-20260519T2300,76610.4
2026-05-28T04:00:00+00:00,-1,117,0,ENVIRONMENT_LEG_START,,,,,,,,
2026-06-01T02:00:00+00:00,-1,117,1,IMPULSE_QUALIFIED,,73257.8,73235.0,305.5639740251591,,,,
2026-06-01T03:00:00+00:00,-1,117,1,PULLBACK_QUALIFIED,,,73171.0,,2.082149470523211,73890.0,,
2026-06-01T10:00:00+00:00,-1,117,1,CYCLE_EXPIRED,CONFIRMATION_NOT_FOUND_IN_TIME,,,,,,,
2026-06-05T03:00:00+00:00,-1,117,2,IMPULSE_QUALIFIED,,62585.5,62552.2,765.9076121223057,,,,
2026-06-05T05:00:00+00:00,-1,117,2,PULLBACK_QUALIFIED,,,62300.0,,1.701816480562772,63629.9,,
2026-06-05T12:00:00+00:00,-1,117,2,CYCLE_EXPIRED,CONFIRMATION_NOT_FOUND_IN_TIME,,,,,,,
2026-06-11T16:00:00+00:00,-1,118,0,ENVIRONMENT_LEG_START,,,,,,,,
2026-06-15T00:00:00+00:00,1,119,0,ENVIRONMENT_LEG_START,,,,,,,,
2026-06-16T09:00:00+00:00,1,119,1,IMPULSE_QUALIFIED,,66863.9,66956.7,400.33194208895407,,,,
2026-06-16T12:00:00+00:00,1,119,1,PULLBACK_QUALIFIED,,,66956.7,,1.6225159229263884,66310.5,,
2026-06-16T15:00:00+00:00,1,119,1,CYCLE_INVALIDATED,ONE_HOUR_STRUCTURE_BROKEN,,,,,,,
2026-06-17T16:00:00+00:00,1,120,0,ENVIRONMENT_LEG_START,,,,,,,,
2026-06-18T20:00:00+00:00,-1,121,0,ENVIRONMENT_LEG_START,,,,,,,,
2026-06-24T00:00:00+00:00,-1,122,0,ENVIRONMENT_LEG_START,,,,,,,,
2026-06-28T17:00:00+00:00,-1,122,1,IMPULSE_QUALIFIED,,59655.9,59550.0,303.9554600601455,,,,
2026-06-29T00:00:00+00:00,-1,122,1,PULLBACK_QUALIFIED,,,58888.0,,2.2841151495381893,59915.7,,
2026-06-29T06:00:00+00:00,-1,122,1,CYCLE_INVALIDATED,ONE_HOUR_STRUCTURE_BROKEN,,,,,,,
2026-06-30T09:00:00+00:00,-1,122,2,IMPULSE_QUALIFIED,,59285.8,59159.0,393.1221688231813,,,,
