lane,month,signal_i,exit_i,direction,policy_key,day,net_r,win,outcome_reason,reason,model_available,history_ready,base_probability,probability,online_percentile,rank_threshold,rank_pass,router,router_threshold,micro,meta_probability,meta_decision,meta_pass,expected_utility,brier_penalty,sample_uncertainty_penalty,total_penalty,utility,minimum_utility,utility_pass,cap_pass,selected,first_reject_stage,raw_expected_utility,evidence_weight,calibration_weight,reliability_weight,brier_penalty_diagnostic,fixed_sample_penalty,evidence_utility,signal_class,allocation_bucket,sample_uncertainty_changes_signal_selection,monthly_cap_enabled,cross_trade_cluster_dedup,allocation_rule
V9.6.4_FIXED_PENALTY,2026-04,114531,114542,-1,fca571982b7c88a0,2026-04-17,-1.194673848969825,False,2,2,True,True,0.44653418532907546,0.40732464617868314,0.8823529411764706,0.8,True,0.5365942304273893,0.34,0.7124072532528167,0.3509815937402566,NEUTRAL,True,0.3852058138681698,0.0458821100747641,0.11468292773139113,0.16056503780615522,0.2246407760620146,0.02,True,True,True,SELECTED,,,,,,,,,,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2025-07,46991,47015,-1,fca571982b7c88a0,2025-07-09,-0.17070497156980752,False,2,2,True,True,0.23448109632236858,0.3988605210759058,0.8620689655172413,0.8,True,0.5034888250717671,0.34,0.6141634969273098,0.35916167632057105,NEUTRAL,True,0.24703987948665634,,0.0,,0.08646395782032971,0.0,True,True,True,SELECTED,0.24703987948665634,0.5384615384615384,0.65,0.35,0.0457750281601203,0.0,0.08646395782032971,NEUTRAL,NEUTRAL,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2025-07,47334,47358,-1,fca571982b7c88a0,2025-07-11,-1.27123368019497,False,2,2,True,True,0.23491819592885044,0.3985835723078632,0.8387096774193549,0.8,True,0.47670948129113055,0.34,0.5530143826026395,0.3555331944166258,NEUTRAL,True,0.2441447915428922,,0.0,,0.08545067704001226,0.0,True,True,True,SELECTED,0.2441447915428922,0.5384615384615384,0.65,0.35,0.0457750281601203,0.0,0.08545067704001226,NEUTRAL,NEUTRAL,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2025-12,78371,78376,-1,fca571982b7c88a0,2025-12-01,-1.2483246791386824,False,2,2,True,True,0.1506532942135113,0.4340055032241077,0.8571428571428571,0.8,True,0.8210696968095994,0.34,0.46866425754243957,0.3665815983296189,NEUTRAL,True,0.3648775414785033,,0.0,,0.14681977264254062,0.0,True,True,True,SELECTED,0.3648775414785033,0.6190476190476191,0.65,0.4023809523809524,0.046093411762780645,0.0,0.14681977264254062,NEUTRAL,NEUTRAL,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2025-12,81055,81084,-1,fca571982b7c88a0,2025-12-11,1.8958571511706412,True,1,1,True,True,0.23678111087811649,0.3791973936295041,0.803921568627451,0.8,True,0.6985522503668766,0.34,0.6744889425286087,0.3626934087080852,NEUTRAL,True,0.2556350095108538,,0.0,,0.10286265858889117,0.0,True,True,True,SELECTED,0.2556350095108538,0.6190476190476191,0.65,0.4023809523809524,0.046093411762780645,0.0,0.10286265858889117,NEUTRAL,NEUTRAL,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2026-01,86524,86538,-1,fca571982b7c88a0,2026-01-02,1.8837997881465247,True,1,1,True,True,0.23630330347738768,0.3799471579399241,1.0,0.8,True,0.5438746210242331,0.34,0.4412836233072719,0.3184094017426857,NEUTRAL,True,0.13013779587024232,,0.0,,0.04045588002053186,0.0,True,True,True,SELECTED,0.13013779587024232,0.4782608695652174,0.65,0.31086956521739134,0.044346237169198166,0.0,0.04045588002053186,NEUTRAL,NEUTRAL,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2026-01,87301,87303,-1,fca571982b7c88a0,2026-01-05,-1.271348763189079,False,2,2,True,True,0.33666550678724855,0.319306748925585,0.875,0.8,True,0.529416586327319,0.34,0.6673666939213856,0.3247078495192425,NEUTRAL,True,0.006861969303144977,,0.0,,0.0021331774138037647,0.0,True,True,True,SELECTED,0.006861969303144977,0.4782608695652174,0.65,0.31086956521739134,0.044346237169198166,0.0,0.0021331774138037647,NEUTRAL,NEUTRAL,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2026-04,110268,110279,-1,fca571982b7c88a0,2026-04-01,-1.2715560653592688,False,2,2,True,True,0.3042075812998795,0.34224627143976405,0.875,0.8,True,0.5436787164123129,0.34,0.5023337538837325,0.34719714738526813,NEUTRAL,True,0.2628177307364539,,0.0,,0.083598405840638,0.0,True,True,True,SELECTED,0.2628177307364539,0.48936170212765956,0.65,0.3180851063829787,0.0458821100747641,0.0,0.083598405840638,NEUTRAL,NEUTRAL,,,,
V9.6.6_EVIDENCE_SHRINKAGE,2026-04,110715,110764,-1,fca571982b7c88a0,2026-04-03,-0.17102508223255208,False,2,2,True,True,0.23292809332323433,0.30640383116588704,0.8,0.8,True,0.6594040126019258,0.34,0.48491200258086364,0.34484995953568237,NEUTRAL,True,0.1952498505391564,,0.0,,0.062106069480008255,0.0,True,True,True,SELECTED,0.1952498505391564,0.48936170212765956,0.65,0.3180851063829787,0.0458821100747641,0.0,0.062106069480008255,NEUTRAL,NEUTRAL,,,,
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-12,81058,81084,-1,fca571982b7c88a0,2025-12-11,1.890496985958381,True,1,1,True,True,0.15798379423163658,0.42839656269611254,0.8113207547169812,0.8,True,0.5391596279699132,0.34,0.6219557484654006,0.3596012992306042,NEUTRAL,True,0.3494256299575373,0.046093411762780645,0.0,0.046093411762780645,0.30333221819475664,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,86524,86538,-1,fca571982b7c88a0,2026-01-02,1.8837997881465247,True,1,1,True,True,0.23630330347738768,0.3799471579399241,0.8695652173913043,0.8,True,0.5438746210242331,0.34,0.4412836233072719,0.3184094017426857,NEUTRAL,True,0.13013779587024232,0.044346237169198166,0.0,0.044346237169198166,0.08579155870104416,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,87305,87322,-1,fca571982b7c88a0,2026-01-05,1.8321953397565938,True,1,1,True,True,0.25431563669424473,0.36760392815462356,0.84,0.8,True,0.5333354570967384,0.34,0.5084309396820403,0.32070566074460527,NEUTRAL,True,0.10575717534776796,0.044346237169198166,0.0,0.044346237169198166,0.061410938178569796,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,89702,89704,-1,fca571982b7c88a0,2026-01-14,-1.2643270542932266,False,2,2,True,True,0.22995148717308547,0.38449573646316265,0.9032258064516129,0.8,True,0.5259893454180284,0.34,0.6872295488882065,0.32779272559141814,NEUTRAL,True,0.14630270538101064,0.044346237169198166,0.0,0.044346237169198166,0.10195646821181248,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,93990,93995,-1,fca571982b7c88a0,2026-01-30,-0.09074335126279931,False,2,2,True,True,0.20565326908854037,0.4029731142484952,0.925,0.8,True,0.8272523311050863,0.34,0.4727694930034963,0.3114158059888896,NEUTRAL,True,0.17371693818909517,0.044346237169198166,0.0,0.044346237169198166,0.129370701019897,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-04,112113,112118,-1,fca571982b7c88a0,2026-04-08,1.8527370445175673,True,1,1,True,True,0.44109509080304804,0.4049030107702573,0.8571428571428571,0.8,True,0.5247359190577253,0.34,0.8019318191574336,0.3518636909468548,NEUTRAL,True,0.3812806734483217,0.0458821100747641,0.0,0.0458821100747641,0.3353985633735576,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-04,113727,113733,-1,fca571982b7c88a0,2026-04-14,1.8619666030568092,True,1,1,True,True,0.413674626398174,0.39266361597202337,0.84375,0.8,True,0.5191697223300527,0.34,0.7498393752757464,0.3510697966783391,NEUTRAL,True,0.35821243252765156,0.0458821100747641,0.0,0.0458821100747641,0.31233032245288744,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-04,114531,114542,-1,fca571982b7c88a0,2026-04-17,-1.194673848969825,False,2,2,True,True,0.44653418532907546,0.40732464617868314,0.8823529411764706,0.8,True,0.5365942304273893,0.34,0.7124072532528167,0.3509815937402566,NEUTRAL,True,0.3852058138681698,0.0458821100747641,0.0,0.0458821100747641,0.3393237037934057,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-04,115862,115867,-1,fca571982b7c88a0,2026-04-22,-0.17090486016205067,False,2,2,True,True,0.4369207766435466,0.4030435219494544,0.8292682926829268,0.8,True,0.5285353980007402,0.34,0.7298715606393671,0.35110008728673864,NEUTRAL,True,0.37738058561699495,0.0458821100747641,0.0,0.0458821100747641,0.33149847554223083,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-04,116169,116215,-1,fca571982b7c88a0,2026-04-23,-1.2384774891627814,False,2,2,True,True,0.4319004342905358,0.40080574991716367,0.8222222222222222,0.8,True,0.7070524798291995,0.34,0.49497713793710857,0.34705600601907366,NEUTRAL,True,0.3707652701525429,0.0458821100747641,0.0,0.0458821100747641,0.3248831600777788,0.02,True,True,True,SELECTED,,,,,,,,,,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER
